FunctionalLoc,resources_id,id
1800-1811-B2L1-P120-R112-CK03 CK03 CHECK VALVE REAKTOR R112,21,1563
1800-1811-B2L1-P120-R112-FJ01 FJ01 FLEXIBLE JOINT REAKTOR R112,21,1564
1800-1811-B2L1-P120-R112-FJ02 FJ02 FLEXIBLE JOINT REAKTOR R112,21,1565
1800-1811-B2L1-P120-R112-FJ03 FJ03 FLEXIBLE JOINT REAKTOR R112,21,1566
1800-1811-B2L1-P120-R112-FJ04 FJ04 FLEXIBLE JOINT REAKTOR R112,21,1567
1800-1811-B2L1-P120-R112-GL01 GL01 GLOBE VALVE REAKTOR R112,21,1568
1800-1811-B2L1-P120-R112-GL02 GL02 GLOBE VALVE REAKTOR R112,21,1569
1800-1811-B2L1-P120-R112-GL03 GL03 GLOBE VALVE REAKTOR R112,21,1570
1800-1811-B2L1-P120-R112-PG01 PG01 PRESSURE GAUGE REAKTOR R112,21,1571
1800-1811-B2L1-P120-R112-PG02 PG02 PRESSURE GAUGE REAKTOR R112,21,1572
1800-1811-B2L1-P120-R112-PS01 PS01 PRESSURE SAFETY VALVE REAKTOR R112,21,1573
1800-1811-B2L1-P120-R112-PT01 PT01 PRESSURE TRANSMITTER REAKTOR R112,21,1574
1800-1811-B2L1-P120-R112-PT02 PT02 PRESSURE TRANSMITTER REAKTOR R112,21,1575
1800-1811-B2L1-P120-R112-PV01 PV01 PRESSURE CONTROL VALVE REAKTOR R112,21,1576
1800-1811-B2L1-P120-R112-RD01 RD01 RUPTURE DISC REAKTOR R112,21,1577
1800-1811-B2L1-P120-R112-ST01 ST01 STEAM TRAP  REAKTOR R112,21,1578
1800-1811-B2L1-P120-R112-TT01 TT01 TEMP TRANSMITTER REAKTOR R112,21,1579
1800-1811-B2L1-P120-R112-TT02 TT02 TEMP TRANSMITTER REAKTOR R112,21,1580
1800-1811-B2L1-P130 PACS PROCESS AREA COOLING P130,21,1581
1800-1811-B2L1-P130-A131 A1311/A131 AGITATOR PACS P130,21,1582
1800-1811-B2L1-P130-A132 A1312/A132 AGITATOR PACS P130,21,1583
1800-1811-B2L1-P130-A133 A1313/A133 AGITATOR PACS P130,21,1584
1800-1811-B2L1-P130-E131 E131 BLOCK HEAT EXCHANGER P130,21,1585
1800-1811-B2L1-P130-E132 E132 PLATE HEAT EXCHANGER P130,21,1586
1800-1811-B2L1-P130-P131 P1311/P131 POMPA SIRKULASI PACS P130,21,1587
1800-1811-B2L1-P130-P132 P1312/P132 POMPA SIRKULASI PACS P130,21,1588
1800-1811-B2L1-P130-S131 S131 LSA MEASURING TANK P130,21,1589
1800-1811-B2L1-P130-S132 S132 LSA MEASURING TANK P130,21,1590
1800-1811-B2L1-P130-S133 S133 COOLING WATER TANK P130,21,1591
1800-1811-B2L1-P130-V131 V1311/V131 COOLING TANK PACS P130,21,1592
1800-1811-B2L1-P130-V131-AG01 AG01 ANGLE VALVE TANKI V131,21,1593
1800-1811-B2L1-P130-V131-BL01 BL01 BALL VALVE TANKI V131,21,1594
1800-1811-B2L1-P130-V131-BL02 BL02 BALL VALVE TANKI V131,21,1595
1800-1811-B2L1-P130-V131-BL03 BL03 BALL VALVE TANKI V131,21,1596
1800-1811-B2L1-P130-V131-BL04 BL04 BALL VALVE TANKI V131,21,1597
1800-1811-B2L1-P130-V131-BL05 BL05 BALL VALVE TANKI V131,21,1598
1800-1811-B2L1-P130-V131-BL06 BL06 BALL VALVE TANKI V131,21,1599
1800-1811-B2L1-P130-V131-BL07 BL07 BALL VALVE TANKI V131,21,1600
1800-1811-B2L1-P130-V131-BL08 BL08 BALL VALVE TANKI V131,21,1601
1800-1811-B2L1-P130-V131-BL09 BL09 BALL VALVE TANKI V131,21,1602
1800-1811-B2L1-P130-V131-BL10 BL10 BALL VALVE TANKI V131,21,1603
1800-1811-B2L1-P130-V131-CK01 CK01 CHECK VALVE TANKI V131,21,1604
1800-1811-B2L1-P130-V131-CK02 CK02 CHECK VALVE TANKI V131,21,1605
1800-1811-B2L1-P130-V131-FJ01 FJ01 FLEXIBLE JOINT TANKI V131,21,1606
1800-1811-B2L1-P130-V131-FJ02 FJ02 FLEXIBLE JOINT TANKI V131,21,1607
1800-1811-B2L1-P130-V131-FJ03 FJ03 FLEXIBLE JOINT TANKI V131,21,1608
1800-1811-B2L1-P130-V131-PG01 PG01 PRESSURE GAUGE TANKI V131,21,1609
1800-1811-B2L1-P130-V131-RD01 RD01 RUPTURE DISC TANKI V131,21,1610
1800-1811-B2L1-P130-V131-TG01 TG01 TEMP GAUGE TANKI V131,21,1611
1800-1811-B2L1-P130-V131-TT01 TT01 TEMP TRANSMITTER TANKI V131,21,1612
1800-1811-B2L1-P130-V132 V1312/V132 COOLING TANK PACS P130,21,1613
1800-1811-B2L1-P130-V132-AG01 AG01 ANGLE VALVE TANKI V132,21,1614
1800-1811-B2L1-P130-V132-BL01 BL01 BALL VALVE TANKI V132,21,1615
1800-1811-B2L1-P130-V132-BL02 BL02 BALL VALVE TANKI V132,21,1616
1800-1811-B2L1-P130-V132-BL03 BL03 BALL VALVE TANKI V132,21,1617
1800-1811-B2L1-P130-V132-BL04 BL04 BALL VALVE TANKI V132,21,1618
1800-1811-B2L1-P130-V132-BL05 BL05 BALL VALVE TANKI V132,21,1619
1800-1811-B2L1-P130-V132-BL06 BL06 BALL VALVE TANKI V132,21,1620
1800-1811-B2L1-P130-V132-BL07 BL07 BALL VALVE TANKI V132,21,1621
1800-1811-B2L1-P130-V132-BL08 BL08 BALL VALVE TANKI V132,21,1622
1800-1811-B2L1-P130-V132-BL09 BL09 BALL VALVE TANKI V132,21,1623
1800-1811-B2L1-P130-V132-BL10 BL10 BALL VALVE TANKI V132,21,1624
1800-1811-B2L1-P130-V132-CK01 CK01 CHECK VALVE TANKI V132,21,1625
1800-1811-B2L1-P130-V132-CK02 CK02 CHECK VALVE TANKI V132,21,1626
1800-1811-B2L1-P130-V132-FJ01 FJ01 FLEXIBLE JOINT TANKI V132,21,1627
1800-1811-B2L1-P130-V132-FJ02 FJ02 FLEXIBLE JOINT TANKI V132,21,1628
1800-1811-B2L1-P130-V132-FJ03 FJ03 FLEXIBLE JOINT TANKI V132,21,1629
1800-1811-B2L1-P130-V132-PG01 PG01 PRESSURE GAUGE TANKI V132,21,1630
1800-1811-B2L1-P130-V132-RD01 RD01 RUPTURE DISC TANKI V132,21,1631
1800-1811-B2L1-P130-V132-TG01 TG01 TEMP GAUGE TANKI V132,21,1632
1800-1811-B2L1-P130-V132-TT01 TT01 TEMP TRANSMITTER TANKI V132,21,1633
1800-1811-B2L1-P130-V133 V1313/V133 COOLING TANK PACS P130,21,1634
1800-1811-B2L1-P130-V133-AG01 AG01 ANGLE VALVE TANKI V133,21,1635
1800-1811-B2L1-P130-V133-BL01 BL01 BALL VALVE TANKI V133,21,1636
1800-1811-B2L1-P130-V133-BL02 BL02 BALL VALVE TANKI V133,21,1637
1800-1811-B2L1-P130-V133-BL03 BL03 BALL VALVE TANKI V133,21,1638
1800-1811-B2L1-P130-V133-BL04 BL04 BALL VALVE TANKI V133,21,1639
1800-1811-B2L1-P130-V133-BL05 BL05 BALL VALVE TANKI V133,21,1640
1800-1811-B2L1-P130-V133-BL06 BL06 BALL VALVE TANKI V133,21,1641
1800-1811-B2L1-P130-V133-BL07 BL07 BALL VALVE TANKI V133,21,1642
1800-1811-B2L1-P130-V133-BL08 BL08 BALL VALVE TANKI V133,21,1643
1800-1811-B2L1-P130-V133-BL09 BL09 BALL VALVE TANKI V133,21,1644
1800-1811-B2L1-P130-V133-BL10 BL10 BALL VALVE TANKI V133,21,1645
1800-1811-B2L1-P130-V133-CK01 CK01 CHECK VALVE TANKI V133,21,1646
1800-1811-B2L1-P130-V133-CK02 CK02 CHECK VALVE TANKI V133,21,1647
1800-1811-B2L1-P130-V133-FJ01 FJ01 FLEXIBLE JOINT TANKI V133,21,1648
1800-1811-B2L1-P130-V133-FJ02 FJ02 FLEXIBLE JOINT TANKI V133,21,1649
1800-1811-B2L1-P130-V133-FJ03 FJ03 FLEXIBLE JOINT TANKI V133,21,1650
1800-1811-B2L1-P130-V133-PG01 PG01 PRESSURE GAUGE TANKI V133,21,1651
1800-1811-B2L1-P130-V133-RD01 RD01 RUPTURE DISC TANKI V133,21,1652
1800-1811-B2L1-P130-V133-TG01 TG01 TEMP GAUGE TANKI V133,21,1653
1800-1811-B2L1-P130-V133-TT01 TT01 TEMP TRANSMITTER TANKI V133,21,1654
1800-1811-B2L1-P130-V134-AG01 AG01 ANGLE VALVE TANKI V134,21,1655
1800-1811-B2L1-P130-V134-BL01 BL01 BALL VALVE TANKI V134,21,1656
1800-1811-B2L1-P130-V134-BL02 BL02 BALL VALVE TANKI V134,21,1657
1800-1811-B2L1-P130-V134-BL03 BL03 BALL VALVE TANKI V134,21,1658
1800-1811-B2L1-P130-V134-BL04 BL04 BALL VALVE TANKI V134,21,1659
1800-1811-B2L1-P130-V134-BL05 BL05 BALL VALVE TANKI V134,21,1660
1800-1811-B2L1-P130-V134-BL06 BL06 BALL VALVE TANKI V134,21,1661
1800-1811-B2L1-P130-V134-BL07 BL07 BALL VALVE TANKI V134,21,1662
1800-1811-B2L1-P130-V134-BL08 BL08 BALL VALVE TANKI V134,21,1663
1800-1811-B2L1-P130-V134-BL09 BL09 BALL VALVE TANKI V134,21,1664
1800-1811-B2L1-P130-V134-BL10 BL10 BALL VALVE TANKI V134,21,1665
1800-1811-B2L1-P130-V134-CK01 CK01 CHECK VALVE TANKI V134,21,1666
1800-1811-B2L1-P130-V134-CK02 CK02 CHECK VALVE TANKI V134,21,1667
1800-1811-B2L1-P130-V134-FJ01 FJ01 FLEXIBLE JOINT TANKI V134,21,1668
1800-1811-B2L1-P130-V134-FJ02 FJ02 FLEXIBLE JOINT TANKI V134,21,1669
1800-1811-B2L1-P130-V134-FJ03 FJ03 FLEXIBLE JOINT TANKI V134,21,1670
1800-1811-B2L1-P130-V134-PG01 PG01 PRESSURE GAUGE TANKI V134,21,1671
1800-1811-B2L1-P130-V134-RD01 RD01 RUPTURE DISC TANKI V134,21,1672
1800-1811-B2L1-P130-V134-TG01 TG01 TEMP GAUGE TANKI V134,21,1673
1800-1811-B2L1-P130-V134-TT01 TT01 TEMP TRANSMITTER TANKI V134,21,1674
1800-1811-B2L1-P140 PACS FILTRATION AREA P140,21,1675
1800-1811-B2L1-P140-F141 F1341/F141 FILTER AREA P140,21,1676
1800-1811-B2L1-P140-F141-BF01 BF01 BUTTERFLY VALVE FILTER F141,21,1677
1800-1811-B2L1-P140-F141-BL01 BL01 BALL VALVE FILTER F141,21,1678
1800-1811-B2L1-P140-F141-BL02 BL02 BALL VALVE FILTER F141,21,1679
1800-1811-B2L1-P140-F141-BL03 BL03 BALL VALVE FILTER F141,21,1680
1800-1811-B2L1-P140-F141-BL04 BL04 BALL VALVE FILTER F141,21,1681
1800-1811-B2L1-P140-F141-SG01 SG01 SIGHT GLASS FILTER F141,21,1682
1800-1811-B2L1-P140-F142 F1342/F142 FILTER AREA P140,21,1683
1800-1811-B2L1-P140-F142-BL01 BL01 BALL VALVE FILTER F142,21,1684
1800-1811-B2L1-P140-F142-BL02 BL02 BALL VALVE FILTER F142,21,1685
1800-1811-B2L1-P140-F142-BL03 BL03 BALL VALVE FILTER F142,21,1686
1800-1811-B2L1-P140-F142-BL04 BL04 BALL VALVE FILTER F142,21,1687
1800-1811-B2L1-P140-F142-SG01 SG01 SIGHT GLASS FILTER F142,21,1688
1800-1811-B2L1-P140-P141 P1411/P141 WATER SPRAYER PUMP P140,21,1689
1800-1811-B2L1-P140-P141-BL01 BL01 BALL VALVE POMPA P141,21,1690
1800-1811-B2L1-P140-P141-BL02 BL02 BALL VALVE POMPA P141,21,1691
1800-1811-B2L1-P140-P141-BL03 BL03 BALL VALVE POMPA P141,21,1692
1800-1811-B2L1-P140-P141-BL04 BL04 BALL VALVE POMPA P141,21,1693
1800-1811-B2L1-P140-P141-BL05 BL05 BALL VALVE POMPA P141,21,1694
1800-1811-B2L1-P140-P141-CK01 CK01 CHECK VALVE POMPA P141,21,1695
1800-1811-B2L1-P140-P141-FJ01 FJ01 FLEXIBLE JOINT POMPA P141,21,1696
1800-1811-B2L1-P140-P141-PG01 PG01 PRESSURE GAUGE POMPA P141,21,1697
1800-1811-B2L1-P140-V141 V141 CLEANING WATER TANK P140,21,1698
1800-1811-B2L1-P140-V141-BL01 BL01 BALL VALVE TANKI V141,21,1699
1800-1811-B2L1-P140-V141-BL02 BL02 BALL VALVE TANKI V141,21,1700
1800-1811-B2L1-P140-V141-BL03 BL03 BALL VALVE TANKI V141,21,1701
1800-1811-B2L1-P140-V141-BL04 BL04 BALL VALVE TANKI V141,21,1702
1800-1811-B2L1-P140-V141-BL05 BL05 BALL VALVE TANKI V141,21,1703
1800-1811-B2L1-P140-V141-LG01 LG01 LEVEL GAUGE TANKI V141,21,1704
1800-1811-B2L1-P150 PACS PROCESS AREA MIXING P150,21,1705
1800-1811-B2L1-P150-A151 A151 AGITATOR PACS P150,21,1706
1800-1811-B2L1-P150-A152 A152 AGITATOR PACS P150,21,1707
1800-1811-B2L1-P150-A153 A153 AGITATOR PACS P150,21,1708
1800-1811-B2L1-P150-A154 A154 AGITATOR PACS P150,21,1709
1800-1811-B2L1-P150-P151 P1441/P151 PUMP PACS P150,21,1710
1800-1811-B2L1-P150-P151-BL01 BL01 BALL VALVE POMPA P151,21,1711
1800-1811-B2L1-P150-P151-BL02 BL02 BALL VALVE POMPA P151,21,1712
1800-1811-B2L1-P150-P151-BL03 BL03 BALL VALVE POMPA P151,21,1713
1800-1811-B2L1-P150-P151-BL04 BL04 BALL VALVE POMPA P151,21,1714
1800-1811-B2L1-P150-P151-BL05 BL05 BALL VALVE POMPA P151,21,1715
1800-1811-B2L1-P150-P151-BL06 BL06 BALL VALVE POMPA P151,21,1716
1800-1811-B2L1-P150-P151-BL07 BL07 BALL VALVE POMPA P151,21,1717
1800-1811-B2L1-P150-P151-BL08 BL08 BALL VALVE POMPA P151,21,1718
1800-1811-B2L1-P150-P151-BL09 BL09 BALL VALVE POMPA P151,21,1719
1800-1811-B2L1-P150-P151-CK01 CK01 CHECK VALVE POMPA P151,21,1720
1800-1811-B2L1-P150-P151-FJ01 FJ01 FLEXIBLE JOINT POMPA P151,21,1721
1800-1811-B2L1-P150-P151-PG01 PG01 PRESSURE GAUGE POMPA P151,21,1722
1800-1811-B2L1-P150-P152 P1442/P152 PUMP PACS P150,21,1723
1800-1811-B2L1-P150-P152-BL01 BL01 BALL VALVE POMPA P152,21,1724
1800-1811-B2L1-P150-P152-BL02 BL02 BALL VALVE POMPA P152,21,1725
1800-1811-B2L1-P150-P152-BL03 BL03 BALL VALVE POMPA P152,21,1726
1800-1811-B2L1-P150-P152-BL04 BL04 BALL VALVE POMPA P152,21,1727
1800-1811-B2L1-P150-P152-BL05 BL05 BALL VALVE POMPA P152,21,1728
1800-1811-B2L1-P150-P152-BL06 BL06 BALL VALVE POMPA P152,21,1729
1800-1811-B2L1-P150-P152-BL07 BL07 BALL VALVE POMPA P152,21,1730
1800-1811-B2L1-P150-P152-CK01 CK01 CHECK VALVE POMPA P152,21,1731
1800-1811-B2L1-P150-P152-FJ01 FJ01 FLEXIBLE JOINT POMPA P152,21,1732
1800-1811-B2L1-P150-P152-PG01 PG01 PRESSURE GAUGE POMPA P152,21,1733
1800-1811-B2L1-P150-V151 V1421/V151 MIXING TANK PACS P150,21,1734
1800-1811-B2L1-P150-V151-BL01 BL01 BALL VALVE TANKI V151,21,1735
1800-1811-B2L1-P150-V151-BL02 BL02 BALL VALVE TANKI V151,21,1736
1800-1811-B2L1-P150-V151-BL03 BL03 BALL VALVE TANKI V151,21,1737
1800-1811-B2L1-P150-V151-BL04 BL04 BALL VALVE TANKI V151,21,1738
1800-1811-B2L1-P150-V151-BL05 BL05 BALL VALVE TANKI V151,21,1739
1800-1811-B2L1-P150-V151-BL06 BL06 BALL VALVE TANKI V151,21,1740
1800-1811-B2L1-P150-V151-BL07 BL07 BALL VALVE TANKI V151,21,1741
1800-1811-B2L1-P150-V151-BL08 BL08 BALL VALVE TANKI V151,21,1742
1800-1811-B2L1-P150-V151-BL09 BL09 BALL VALVE TANKI V151,21,1743
1800-1811-B2L1-P150-V151-BL10 BL10 BALL VALVE TANKI V151,21,1744
1800-1811-B2L1-P150-V151-BL11 BL11 BALL VALVE TANKI V151,21,1745
1800-1811-B2L1-P150-V151-BL12 BL12 BALL VALVE TANKI V151,21,1746
1800-1811-B2L1-P150-V151-BL13 BL13 BALL VALVE TANKI V151,21,1747
1800-1811-B2L1-P150-V151-BL14 BL14 BALL VALVE TANKI V151,21,1748
1800-1811-B2L1-P150-V151-BL15 BL15 BALL VALVE TANKI V151,21,1749
1800-1811-B2L1-P150-V151-BL16 BL16 BALL VALVE TANKI V151,21,1750
1800-1811-B2L1-P150-V151-BL17 BL17 BALL VALVE TANKI V151,21,1751
1800-1811-B2L1-P150-V151-FT01 FT01 FLOW TRANSMITTER TANKI V151,21,1752
1800-1811-B2L1-P150-V151-FT02 FT02 FLOW TRANSMITTER TANKI V151,21,1753
1800-1811-B2L1-P150-V151-LG01 LG01 LEVEL GAUGE TANKI V151,21,1754
1800-1811-B2L1-P150-V151-XV01 XV01 ON / OFF VALVE TANKI V151,21,1755
1800-1811-B2L1-P150-V151-XV02 XV02 ON / OFF VALVE TANKI V151,21,1756
1800-1811-B2L1-P150-V152 V1422/V152 MIXING TANK PACS P150,21,1757
1800-1811-B2L1-P150-V152-BL01 BL01 BALL VALVE TANKI V152,21,1758
1800-1811-B2L1-P150-V152-BL02 BL02 BALL VALVE TANKI V152,21,1759
1800-1811-B2L1-P150-V152-BL03 BL03 BALL VALVE TANKI V152,21,1760
1800-1811-B2L1-P150-V152-BL04 BL04 BALL VALVE TANKI V152,21,1761
1800-1811-B2L1-P150-V152-BL05 BL05 BALL VALVE TANKI V152,21,1762
1800-1811-B2L1-P150-V152-BL06 BL06 BALL VALVE TANKI V152,21,1763
1800-1811-B2L1-P150-V152-BL07 BL07 BALL VALVE TANKI V152,21,1764
1800-1811-B2L1-P150-V152-BL08 BL08 BALL VALVE TANKI V152,21,1765
1800-1811-B2L1-P150-V152-BL09 BL09 BALL VALVE TANKI V152,21,1766
1800-1811-B2L1-P150-V152-BL10 BL10 BALL VALVE TANKI V152,21,1767
1800-1811-B2L1-P150-V152-BL11 BL11 BALL VALVE TANKI V152,21,1768
1800-1811-B2L1-P150-V152-LG01 LG01 LEVEL GAUGE TANKI V152,21,1769
1800-1811-B2L1-P150-V152-XV01 XV01 ON / OFF VALVE TANKI V152,21,1770
1800-1811-B2L1-P150-V152-XV02 XV02 ON / OFF VALVE TANKI V152,21,1771
1800-1811-B2L1-P150-V153 V1423/V153 MIXING TANK PACS P150,21,1772
1800-1811-B2L1-P150-V153-BL01 BL01 BALL VALVE TANKI V153,21,1773
1800-1811-B2L1-P150-V153-BL02 BL02 BALL VALVE TANKI V153,21,1774
1800-1811-B2L1-P150-V153-BL03 BL03 BALL VALVE TANKI V153,21,1775
1800-1811-B2L1-P150-V153-BL04 BL04 BALL VALVE TANKI V153,21,1776
1800-1811-B2L1-P150-V153-BL05 BL05 BALL VALVE TANKI V153,21,1777
1800-1811-B2L1-P150-V153-BL06 BL06 BALL VALVE TANKI V153,21,1778
1800-1811-B2L1-P150-V153-BL07 BL07 BALL VALVE TANKI V153,21,1779
1800-1811-B2L1-P150-V153-BL08 BL08 BALL VALVE TANKI V153,21,1780
1800-1811-B2L1-P150-V153-BL09 BL09 BALL VALVE TANKI V153,21,1781
1800-1811-B2L1-P150-V153-BL10 BL10 BALL VALVE TANKI V153,21,1782
1800-1811-B2L1-P150-V153-BL11 BL11 BALL VALVE TANKI V153,21,1783
1800-1811-B2L1-P150-V153-LG01 LG01 LEVEL GAUGE TANKI V153,21,1784
1800-1811-B2L1-P150-V153-XV01 XV01 ON / OFF VALVE TANKI V153,21,1785
1800-1811-B2L1-P150-V153-XV02 XV02 ON / OFF VALVE TANKI V153,21,1786
1800-1811-B2L1-P150-V154 V1424/V154 MIXING TANK PACS P150,21,1787
1800-1811-B2L1-P150-V154-BL01 BL01 BALL VALVE TANKI V154,21,1788
1800-1811-B2L1-P150-V154-BL02 BL02 BALL VALVE TANKI V154,21,1789
1800-1811-B2L1-P150-V154-BL03 BL03 BALL VALVE TANKI V154,21,1790
1800-1811-B2L1-P150-V154-BL04 BL04 BALL VALVE TANKI V154,21,1791
1800-1811-B2L1-P150-V154-BL05 BL05 BALL VALVE TANKI V154,21,1792
1800-1811-B2L1-P150-V154-BL06 BL06 BALL VALVE TANKI V154,21,1793
1800-1811-B2L1-P150-V154-BL07 BL07 BALL VALVE TANKI V154,21,1794
1800-1811-B2L1-P150-V154-BL08 BL08 BALL VALVE TANKI V154,21,1795
1800-1811-B2L1-P150-V154-BL09 BL09 BALL VALVE TANKI V154,21,1796
1800-1811-B2L1-P150-V154-BL10 BL10 BALL VALVE TANKI V154,21,1797
1800-1811-B2L1-P150-V154-BL11 BL11 BALL VALVE TANKI V154,21,1798
1800-1811-B2L1-P150-V154-LG01 LG01 LEVEL GAUGE TANKI V154,21,1799
1800-1811-B2L1-P150-V154-XV01 XV01 ON / OFF VALVE TANKI V154,21,1800
1800-1811-B2L1-P150-V154-XV02 XV02 ON / OFF VALVE TANKI V154,21,1801
1800-1811-C2T2-U320-P321 P403A/P321 POMPA UNLOADING AIR PAM U320,22,1802
1800-1811-C2T2-U320-P322 P403B/P322 POMPA UNLOADING AIR PAM U320,22,1803
1800-1811-C2T2-U320-P323 P102A/P323 POMPA TRANSFER AIR PAM U320,22,1804
1800-1811-C2T2-U320-P324 P102B/P324 POMPA TRANSFER AIR PAM U320,22,1805
1800-1811-C2T2-U320-P325 P411A/P325 POMPA TRANSFER AIR PAM U320,22,1806
1800-1811-C2T2-U320-P326 P411B/P326 POMPA TRANSFER AIR PAM U320,22,1807
1800-1811-C2T2-U320-S321 S321 WATER STORAGE TANK U320,22,1808
1800-1811-C2T2-U320-S322 S322 WATER STORAGE TANK U320,22,1809
1800-1811-C7T1 AREA TPS B3,22,1810
1800-1811-D1H1 UTILITY HINCO ALPHA,22,1811
1800-1811-D1H1-X111 GENSET HINCO X111,22,1812
1800-1811-D2L0 UTILITY LIQUID (OLD),22,1813
1800-1811-D2L1 UTILITY LIQUID BARU,22,1814
1800-1811-D2L1-U410 UTILITY U410 COOLING WATER,22,1815
1800-1811-D2L1-U410-P411 P4121A/P411 COOLING WATER PUMP U410,22,1816
1800-1811-D2L1-U410-P411-BL01 BL01 BALL VALVE POMPA P411,22,1817
1800-1811-D2L1-U410-P411-BL02 BL02 BALL VALVE POMPA P411,22,1818
1800-1811-D2L1-U410-P411-BL03 BL03 BALL VALVE POMPA P411,22,1819
1800-1811-D2L1-U410-P411-BL04 BL04 BALL VALVE POMPA P411,22,1820
1800-1811-D2L1-U410-P411-BL05 BL05 BALL VALVE POMPA P411,22,1821
1800-1811-D2L1-U410-P411-BL06 BL06 BALL VALVE POMPA P411,22,1822
1800-1811-D2L1-U410-P411-CK01 CK01 CHECK VALVE POMPA P411,22,1823
1800-1811-D2L1-U410-P411-FJ01 FJ01 FLEXIBLE JOINT POMPA P411,22,1824
1800-1811-D2L1-U410-P411-PG01 PG01 PRESSURE GAUGE POMPA P411,22,1825
1800-1811-D2L1-U410-P411-TG01 TG01 TEMP GAUGE POMPA P411,22,1826
1800-1811-D2L1-U410-P412 P4121B/P412 COOLING WATER PUMP U410,22,1827
1800-1811-D2L1-U410-P412-BL01 BL01 BALL VALVE POMPA P412,22,1828
1800-1811-D2L1-U410-P412-BL02 BL02 BALL VALVE POMPA P412,22,1829
1800-1811-D2L1-U410-P412-BL03 BL03 BALL VALVE POMPA P412,22,1830
1800-1811-D2L1-U410-P412-BL04 BL04 BALL VALVE POMPA P412,22,1831
1800-1811-D2L1-U410-P412-BL05 BL05 BALL VALVE POMPA P412,22,1832
1800-1811-D2L1-U410-P412-BL06 BL06 BALL VALVE POMPA P412,22,1833
1800-1811-D2L1-U410-P412-CK01 CK01 CHECK VALVE POMPA P412,22,1834
1800-1811-D2L1-U410-P412-FJ01 FJ01 FLEXIBLE JOINT POMPA P412,22,1835
1800-1811-D2L1-U410-P412-PG01 PG01 PRESSURE GAUGE POMPA P412,22,1836
1800-1811-D2L1-U410-P414 P414 COOLING WATER TRANSFER PUMP U410,22,1837
1800-1811-D2L1-U410-P415 P415 COOLING WATER TRANSFER PUMP U410,22,1838
1800-1811-D2L1-U410-P416 P416 BIOCIDES DOSING PUMP U410,22,1839
1800-1811-D2L1-U410-P417 P417 ANTISCALANT DOSING PUMP U410,22,1840
1800-1811-D2L1-U410-S411 S411 BAK COOLING TOWER U410 (OLD),22,1841
1800-1811-D2L1-U410-S412 S412 BAK COOLING TOWER U410 (NEW),22,1842
1800-1811-D2L1-U410-S413 S413 BIOSIDES TANK U410,22,1843
1800-1811-D2L1-U410-S414 S414 ANIT SCALANT TANK U410,22,1844
1800-1811-D2L1-U410-U411 U4111/U411 COOLING TOWER 1 AREA U410,22,1845
1800-1811-D2L1-U410-U411-BL01 BL01 BALL VALVE COOLING TOWER1 U411,22,1846
1800-1811-D2L1-U410-U411-BL02 BL02 BALL VALVE COOLING TOWER1 U411,22,1847
1800-1811-D2L1-U410-U411-BL03 BL03 BALL VALVE COOLING TOWER1 U411,22,1848
1800-1811-D2L1-U410-U411-BL04 BL04 BALL VALVE COOLING TOWER1 U411,22,1849
1800-1811-D2L1-U410-U411-BL05 BL05 BALL VALVE COOLING TOWER1 U411,22,1850
1800-1811-D2L1-U410-U411-BL06 BL06 BALL VALVE COOLING TOWER1 U411,22,1851
1800-1811-D2L1-U410-U411-BL07 BL07 BALL VALVE COOLING TOWER1 U411,22,1852
1800-1811-D2L1-U410-U411-LS01 LS01 LEVEL SWITCH COOLING TOWER1 U411,22,1853
1800-1811-D2L1-U410-U411-XV01 XV01 ON / OFF VALVE COOLING TOWER1 U411,22,1854
1800-1811-D2L1-U410-U412 U4112/U412 COOLING TOWER 2 AREA U410,22,1855
1800-1811-D2L1-U410-U412-BL01 BL01 BALL VALVE COOLING TOWER 2 U412,22,1856
1800-1811-D2L1-U410-U412-BL02 BL02 BALL VALVE COOLING TOWER 2 U412,22,1857
1800-1811-D2L1-U410-U412-BL03 BL03 BALL VALVE COOLING TOWER 2 U412,22,1858
1800-1811-D2L1-U410-U412-BL04 BL04 BALL VALVE COOLING TOWER 2 U412,22,1859
1800-1811-D2L1-U410-U412-BL05 BL05 BALL VALVE COOLING TOWER 2 U412,22,1860
1800-1811-D2L1-U410-U412-BL06 BL06 BALL VALVE COOLING TOWER 2 U412,22,1861
1800-1811-D2L1-U410-U412-BL07 BL07 BALL VALVE COOLING TOWER 2 U412,22,1862
1800-1811-D2L1-U410-U412-LS01 LS01 LEVEL SWITCH COOLING TOWER 2 U412,22,1863
1800-1811-D2L1-U410-U412-TG01 TG01 TEMP GAUGE COOLING TOWER 2 U412,22,1864
1800-1811-D2L1-U410-U412-XV01 XV01 ON / OFF VALVE COOLING TOWER2 U412,22,1865
1800-1811-D2L1-U410-U413 U4113/U413 COOLING TOWER 3 AREA U410,22,1866
1800-1811-D2L1-U410-U414 U4114/U414 COOLING TOWER 4 AREA U410,22,1867
1800-1811-D2L1-U410-V411-BL01 BL01 BALL VALVE TANKI V411,22,1868
1800-1811-D2L1-U410-V411-BL02 BL02 BALL VALVE TANKI V411,22,1869
1800-1811-D2L1-U410-V411-BL03 BL03 BALL VALVE TANKI V411,22,1870
1800-1811-D2L1-U410-V411-BL04 BL04 BALL VALVE TANKI V411,22,1871
