FunctionalLoc,resources_id,id
1800-1811-C2T5-T360-P368 P3614B/P368 TRANSFER PUMP TANK W T360,19,970
1800-1811-C2T5-T360-V361 S361 STORAGE TANK R1 T360,19,971
1800-1811-C2T5-T360-V361-BL01 BL01 BALL VALVE TANKI V361,19,972
1800-1811-C2T5-T360-V361-BL02 BL02 BALL VALVE TANKI V361,19,973
1800-1811-C2T5-T360-V361-BL03 BL03 BALL VALVE TANKI V361,19,974
1800-1811-C2T5-T360-V361-BL04 BL04 BALL VALVE TANKI V361,19,975
1800-1811-C2T5-T360-V361-BL05 BL05 BALL VALVE TANKI V361,19,976
1800-1811-C2T5-T360-V361-BL06 BL06 BALL VALVE TANKI V361,19,977
1800-1811-C2T5-T360-V361-BL07 BL07 BALL VALVE TANKI V361,19,978
1800-1811-C2T5-T360-V361-BL08 BL08 BALL VALVE TANKI V361,19,979
1800-1811-C2T5-T360-V361-LG01 LG01 LEVEL GAUGE TANKI V361,19,980
1800-1811-C2T5-T360-V362 S362 STORAGE TANK P T360,19,981
1800-1811-C2T5-T360-V362-BL01 BL01 BALL VALVE TANKI V362,19,982
1800-1811-C2T5-T360-V362-BL02 BL02 BALL VALVE TANKI V362,19,983
1800-1811-C2T5-T360-V362-BL03 BL03 BALL VALVE TANKI V362,19,984
1800-1811-C2T5-T360-V362-BL04 BL04 BALL VALVE TANKI V362,19,985
1800-1811-C2T5-T360-V362-BL05 BL05 BALL VALVE TANKI V362,19,986
1800-1811-C2T5-T360-V362-BL06 BL06 BALL VALVE TANKI V362,19,987
1800-1811-C2T5-T360-V362-BL07 BL07 BALL VALVE TANKI V362,19,988
1800-1811-C2T5-T360-V362-BL08 BL08 BALL VALVE TANKI V362,19,989
1800-1811-C2T5-T360-V362-LG01 LG01 LEVEL GAUGE TANKI V362,19,990
1800-1811-C2T5-T360-V363 S363 STORAGE TANK Q T360,19,991
1800-1811-C2T5-T360-V363-BL01 BL01 BALL VALVE TANKI V363,19,992
1800-1811-C2T5-T360-V363-BL02 BL02 BALL VALVE TANKI V363,19,993
1800-1811-C2T5-T360-V363-BL03 BL03 BALL VALVE TANKI V363,19,994
1800-1811-C2T5-T360-V363-BL04 BL04 BALL VALVE TANKI V363,19,995
1800-1811-C2T5-T360-V363-BL05 BL05 BALL VALVE TANKI V363,19,996
1800-1811-C2T5-T360-V363-BL06 BL06 BALL VALVE TANKI V363,19,997
1800-1811-C2T5-T360-V363-BL07 BL07 BALL VALVE TANKI V363,19,998
1800-1811-C2T5-T360-V363-BL08 BL08 BALL VALVE TANKI V363,19,999
1800-1811-C2T5-T360-V363-LG01 LG01 LEVEL GAUGE TANKI V363,19,1000
1800-1811-C2T5-T360-V364 S364 STORAGE TANK S T360,19,1001
1800-1811-C2T5-T360-V364-BL01 BL01 BALL VALVE TANKI V364,19,1002
1800-1811-C2T5-T360-V364-BL02 BL02 BALL VALVE TANKI V364,19,1003
1800-1811-C2T5-T360-V364-BL03 BL03 BALL VALVE TANKI V364,19,1004
1800-1811-C2T5-T360-V364-BL04 BL04 BALL VALVE TANKI V364,19,1005
1800-1811-C2T5-T360-V364-BL05 BL05 BALL VALVE TANKI V364,19,1006
1800-1811-C2T5-T360-V364-BL06 BL06 BALL VALVE TANKI V364,19,1007
1800-1811-C2T5-T360-V364-BL07 BL07 BALL VALVE TANKI V364,19,1008
1800-1811-C2T5-T360-V364-BL08 BL08 BALL VALVE TANKI V364,19,1009
1800-1811-C2T5-T360-V364-LG01 LG01 LEVEL GAUGE TANKI V364,19,1010
1800-1811-C2T5-T360-V365 V365 STORAGE TANK T T360,19,1011
1800-1811-C2T5-T360-V365-BL01 BL01 BALL VALVE TANKI V365,19,1012
1800-1811-C2T5-T360-V365-BL02 BL02 BALL VALVE TANKI V365,19,1013
1800-1811-C2T5-T360-V365-BL03 BL03 BALL VALVE TANKI V365,19,1014
1800-1811-C2T5-T360-V365-BL04 BL04 BALL VALVE TANKI V365,19,1015
1800-1811-C2T5-T360-V365-BL05 BL05 BALL VALVE TANKI V365,19,1016
1800-1811-C2T5-T360-V365-BL06 BL06 BALL VALVE TANKI V365,19,1017
1800-1811-C2T5-T360-V365-BL07 BL07 BALL VALVE TANKI V365,19,1018
1800-1811-C2T5-T360-V365-BL08 BL08 BALL VALVE TANKI V365,19,1019
1800-1811-C2T5-T360-V365-LG01 LG01 LEVEL GAUGE TANKI V365,19,1020
1800-1811-C2T5-T360-V366 V366 STORAGE TANK U T360,19,1021
1800-1811-C2T5-T360-V366-BL01 BL01 BALL VALVE TANKI V366,19,1022
1800-1811-C2T5-T360-V366-BL02 BL02 BALL VALVE TANKI V366,19,1023
1800-1811-C2T5-T360-V366-BL03 BL03 BALL VALVE TANKI V366,19,1024
1800-1811-C2T5-T360-V366-BL04 BL04 BALL VALVE TANKI V366,19,1025
1800-1811-C2T5-T360-V366-BL05 BL05 BALL VALVE TANKI V366,19,1026
1800-1811-C2T5-T360-V366-BL06 BL06 BALL VALVE TANKI V366,19,1027
1800-1811-C2T5-T360-V366-BL07 BL07 BALL VALVE TANKI V366,19,1028
1800-1811-C2T5-T360-V366-BL08 BL08 BALL VALVE TANKI V366,19,1029
1800-1811-C2T5-T360-V366-LG01 LG01 LEVEL GAUGE TANKI V366,19,1030
1800-1811-C2T5-T360-V367 V367 STORAGE TANK V T360,19,1031
1800-1811-C2T5-T360-V367-BL01 BL01 BALL VALVE TANKI V367,19,1032
1800-1811-C2T5-T360-V367-BL02 BL02 BALL VALVE TANKI V367,19,1033
1800-1811-C2T5-T360-V367-BL03 BL03 BALL VALVE TANKI V367,19,1034
1800-1811-C2T5-T360-V367-LG01 LG01 LEVEL GAUGE TANKI V367,19,1035
1800-1811-C2T5-T360-V368 V368 STORAGE TANK W T360,19,1036
1800-1811-C2T5-T360-V368-BL01 BL01 BALL VALVE TANKI V368,19,1037
1800-1811-C2T5-T360-V368-BL02 BL02 BALL VALVE TANKI V368,19,1038
1800-1811-C2T5-T360-V368-BL03 BL03 BALL VALVE TANKI V368,19,1039
1800-1811-C2T5-T360-V368-LG01 LG01 LEVEL GAUGE TANKI V368,19,1040
1800-1811-B2L1 AREA PRODUKSI LIQUID 1 PACS,20,1041
1800-1811-B2L1-P110 PACS PRODUCTION AREA PREMIXING P110,20,1042
1800-1811-B2L1-P110-A111 A1121/A111 AGITATOR AREA P110,20,1043
1800-1811-B2L1-P110-A112 A1122/A112 AGITATOR AREA P110,20,1044
"1800-1811-B2L1-P110-G111 G111 HOIST CRANE 1,5 T AREA P110",20,1045
1800-1811-B2L1-P110-H111 H1121/H111 HOPPER AREA P110,20,1046
1800-1811-B2L1-P110-H112 H1122/H112 HOPPER AREA P110,20,1047
1800-1811-B2L1-P110-V111 V1121/V111 TANKI PREMIXING AREA P110,20,1048
1800-1811-B2L1-P110-V111-BF01 BF01 BUTTERFLY VALVE BF01,20,1049
1800-1811-B2L1-P110-V111-BF02 BF02 BUTTERFLY VALVE TANKI V111,20,1050
1800-1811-B2L1-P110-V111-BL01 BL01 BALL VALVE TANKI V111,20,1051
1800-1811-B2L1-P110-V111-BL02 BL02 BALL VALVE TANKI V111,20,1052
1800-1811-B2L1-P110-V111-BL03 BL03 BALL VALVE TANKI V111,20,1053
1800-1811-B2L1-P110-V111-BL04 BL04 BALL VALVE TANKI V111,20,1054
1800-1811-B2L1-P110-V111-BL05 BL05 BALL VALVE TANKI V111,20,1055
1800-1811-B2L1-P110-V111-BL06 BL06 BALL VALVE TANKI V111,20,1056
1800-1811-B2L1-P110-V111-BL07 BL07 BALL VALVE TANKI V111,20,1057
1800-1811-B2L1-P110-V111-BL08 BL08 BALL VALVE TANKI V111,20,1058
1800-1811-B2L1-P110-V111-BL09 BL09 BALL VALVE TANKI V111,20,1059
1800-1811-B2L1-P110-V111-BL10 BL10 BALL VALVE TANKI V111,20,1060
1800-1811-B2L1-P110-V111-BL11 BL11 BALL VALVE TANKI V111,20,1061
1800-1811-B2L1-P110-V111-BL12 BL12 BALL VALVE TANKI V111,20,1062
1800-1811-B2L1-P110-V111-CK01 CK01 CHECK VALVE TANKI V111,20,1063
1800-1811-B2L1-P110-V111-CK02 CK02 CHECK VALVE TANKI V111,20,1064
1800-1811-B2L1-P110-V111-FJ01 FJ01 FLEXIBLE JOINT TANKI V111,20,1065
1800-1811-B2L1-P110-V111-FJ02 FJ02 FLEXIBLE JOINT TANKI V111,20,1066
1800-1811-B2L1-P110-V111-FJ03 FJ03 FLEXIBLE JOINT TANKI V111,20,1067
1800-1811-B2L1-P110-V111-FT01 FT01 FLOW TRANSMITTER TANKI V111,20,1068
1800-1811-B2L1-P110-V111-GB01 GB01 GLOBE VALVE TANKI V111,20,1069
1800-1811-B2L1-P110-V111-LT01 LT01 LEVEL TRANSMITTER TANKI V111,20,1070
1800-1811-B2L1-P110-V111-PG01 PG01 PRESSURE GAUGE TANKI V111,20,1071
1800-1811-B2L1-P110-V111-RD01 RD01 RUPTURE DISK TANKI V111,20,1072
1800-1811-B2L1-P110-V111-XV01 XV01 ON/OFF VALVE TANKI V111,20,1073
1800-1811-B2L1-P110-V111-XV02 XV02 ON/OFF VALVE TANKI V111,20,1074
1800-1811-B2L1-P110-V112 V1122/V112 TANKI PREMIXING 2 AREA P110,20,1075
1800-1811-B2L1-P110-V112-BF01 BF01 BUTTERFLY VALVE TANKI V112,20,1076
1800-1811-B2L1-P110-V112-BF02 BF02 BUTTERFLY VALVE TANKI V112,20,1077
1800-1811-B2L1-P110-V112-BF04 BF04 BUTTERFLY VALVE TANKI V112,20,1078
1800-1811-B2L1-P110-V112-BL01 BL01 BALL VALVE TANKI V112,20,1079
1800-1811-B2L1-P110-V112-BL02 BL02 BALL VALVE TANKI V112,20,1080
1800-1811-B2L1-P110-V112-BL03 BL03 BALL VALVE TANKI V112,20,1081
1800-1811-B2L1-P110-V112-BL05 BL05 BALL VALVE TANKI V112,20,1082
1800-1811-B2L1-P110-V112-BL06 BL06 BALL VALVE TANKI V112,20,1083
1800-1811-B2L1-P110-V112-BL07 BL07 BALL VALVE TANKI V112,20,1084
1800-1811-B2L1-P110-V112-BL08 BL08 BALL VALVE TANKI V112,20,1085
1800-1811-B2L1-P110-V112-BL09 BL09 BALL VALVE TANKI V112,20,1086
1800-1811-B2L1-P110-V112-CK01 CK01 CHECK VALVE TANKI V112,20,1087
1800-1811-B2L1-P110-V112-CK02 CK02 CHECK VALVE TANKI V112,20,1088
1800-1811-B2L1-P110-V112-FJ01 FJ01 FLEXIBLE JOINT TANKI V112,20,1089
1800-1811-B2L1-P110-V112-FJ02 FJ02 FLEXIBLE JOINT TANKI V112,20,1090
1800-1811-B2L1-P110-V112-FJ03 FJ03 FLEXIBLE JOINT TANKI V112,20,1091
1800-1811-B2L1-P110-V112-FT01 FT01 FLOW TRANSMITTER TANKI V112,20,1092
1800-1811-B2L1-P110-V112-FT02 FT02 FLOW TRANSMITTER TANKI V112,20,1093
1800-1811-B2L1-P110-V112-GB01 GB01 GLOBE VALVE TANKI V112,20,1094
1800-1811-B2L1-P110-V112-LT01 LT01 LEVEL TRANSMITTER TANKI V112,20,1095
1800-1811-B2L1-P110-V112-PG01 PG01 PRESSURE GAUGE TANKI V112,20,1096
1800-1811-B2L1-P110-V112-RD01 RD01 RUPTURE DISK TANKI V112,20,1097
1800-1811-B2L1-P110-V112-XV01 XV01 ON/OFF TANKI V112,20,1098
1800-1811-B2L1-P110-V112-XV02 XV02 ON/OFF TANKI V112,20,1099
1800-1811-B2L1-P110-V113-BL01 BL01 BALL VALVE TANKI V113,20,1100
1800-1811-B2L1-P110-V113-BL02 BL02 BALL VALVE TANKI V113,20,1101
1800-1811-B2L1-P110-V113-BL03 BL03 BALL VALVE TANKI V113,20,1102
1800-1811-B2L1-P110-V113-BL04 BL04 BALL VALVE TANKI V113,20,1103
1800-1811-B2L1-P110-V113-BL05 BL05 BALL VALVE TANKI V113,20,1104
1800-1811-B2L1-P110-V113-BL06 BL06 BALL VALVE TANKI V113,20,1105
1800-1811-B2L1-P110-V113-BL07 BL07 BALL VALVE TANKI V113,20,1106
1800-1811-B2L1-P110-V113-BL08 BL08 BALL VALVE TANKI V113,20,1107
1800-1811-B2L1-P110-V113-LG01 LG01 LEVEL GAUGE TANKI V113,20,1108
1800-1811-B2L1-P110-V113-LS01 LS01 LEVEL SWITCH TANKI V113,20,1109
1800-1811-B2L1-P110-V113-XV01 XV01 ON / OFF VALVE TANKI V113,20,1110
1800-1811-B2L1-P120 PACS REACTOR PRODUCTION AREA P120,20,1111
1800-1811-B2L1-P120-A101 A1211/A101 AGITATOR PACS P120,20,1112
1800-1811-B2L1-P120-A102 A1212/A102 AGITATOR PACS P120,20,1113
1800-1811-B2L1-P120-A103 A1213/A103 AGITATOR PACS P120,20,1114
1800-1811-B2L1-P120-A104 A1214/A104 AGITATOR PACS P120,20,1115
1800-1811-B2L1-P120-A105 A1215/A105 AGITATOR PACS P120,20,1116
1800-1811-B2L1-P120-A106 A1216/A106 AGITATOR PACS P120,20,1117
1800-1811-B2L1-P120-A107 A1217/A107 AGITATOR PACS P120,20,1118
1800-1811-B2L1-P120-A108 A1218/A108 AGITATOR PACS P120,20,1119
1800-1811-B2L1-P120-A109 A1219/A109 AGITATOR PACS P120,20,1120
1800-1811-B2L1-P120-A110 A1220/A110 AGITATOR PACS P120,20,1121
1800-1811-B2L1-P120-A111 A1221/A111 AGITATOR PACS P120,20,1122
1800-1811-B2L1-P120-A112 A1222/A112 AGITATOR PACS P120,20,1123
1800-1811-B2L1-P120-G121 G121 HOIST CRANE 5 T P120,20,1124
1800-1811-B2L1-P120-R101 R1211/R101 REACTOR PACS P120,20,1125
1800-1811-B2L1-P120-R101-AG01 AG01 ANGLE VALVE REAKTOR R101,20,1126
1800-1811-B2L1-P120-R101-BL01 BL01 BALL VALVE REAKTOR R101,20,1127
1800-1811-B2L1-P120-R101-BL02 BL02 BALL VALVE REAKTOR R101,20,1128
1800-1811-B2L1-P120-R101-BL03 BL03 BALL VALVE REAKTOR R101,20,1129
1800-1811-B2L1-P120-R101-BL04 BL04 BALL VALVE REAKTOR R101,20,1130
1800-1811-B2L1-P120-R101-BL05 BL05 BALL VALVE REAKTOR R101,20,1131
1800-1811-B2L1-P120-R101-BL06 BL06 BALL VALVE REAKTOR R101,20,1132
1800-1811-B2L1-P120-R101-BL07 BL07 BALL VALVE REAKTOR R101,20,1133
1800-1811-B2L1-P120-R101-BL08 BL08 BALL VALVE REAKTOR R101,20,1134
1800-1811-B2L1-P120-R101-BL09 BL09 BALL VALVE REAKTOR R101,20,1135
1800-1811-B2L1-P120-R101-BL10 BL10 BALL VALVE REAKTOR R101,20,1136
1800-1811-B2L1-P120-R101-BL11 BL11 BALL VALVE REAKTOR R101,20,1137
1800-1811-B2L1-P120-R101-BL12 BL12 BALL VALVE REAKTOR R101,20,1138
1800-1811-B2L1-P120-R101-BL13 BL13 BALL VALVE REAKTOR R101,20,1139
1800-1811-B2L1-P120-R101-BL14 BL14 BALL VALVE REAKTOR R101,20,1140
1800-1811-B2L1-P120-R101-BL15 BL15 BALL VALVE REAKTOR R101,20,1141
1800-1811-B2L1-P120-R101-BL16 BL16 BALL VALVE REAKTOR R101,20,1142
1800-1811-B2L1-P120-R101-CK01 CK01 CHECK VALVE REAKTOR R101,20,1143
1800-1811-B2L1-P120-R101-CK02 CK02 CHECK VALVE REAKTOR R101,20,1144
1800-1811-B2L1-P120-R101-CK03 CK03 CHECK VALVE REAKTOR R101,20,1145
1800-1811-B2L1-P120-R101-FJ01 FJ01 FLEXIBLE JOINT REAKTOR R101,20,1146
1800-1811-B2L1-P120-R101-FJ02 FJ02 FLEXIBLE JOINT REAKTOR R101,20,1147
1800-1811-B2L1-P120-R101-FJ03 FJ03 FLEXIBLE JOINT REAKTOR R101,20,1148
1800-1811-B2L1-P120-R101-FJ04 FJ04 FLEXIBLE JOINT REAKTOR R101,20,1149
1800-1811-B2L1-P120-R101-GL01 GL01 GLOBE VALVE REAKTOR R101,20,1150
1800-1811-B2L1-P120-R101-GL02 GL02 GLOBE VALVE REAKTOR R101,20,1151
1800-1811-B2L1-P120-R101-GL03 GL03 GLOBE VALVE REAKTOR R101,20,1152
1800-1811-B2L1-P120-R101-PG01 PG01 PRESSURE GAUGE REAKTOR R101,20,1153
1800-1811-B2L1-P120-R101-PG02 PG02 PRESSURE GAUGE REAKTOR R101,20,1154
1800-1811-B2L1-P120-R101-PS01 PS01 PRESSURE SAFETY VALVE REAKTOR R101,20,1155
1800-1811-B2L1-P120-R101-PT01 PT01 PRESSURE TRANSMITTER REAKTOR R101,20,1156
1800-1811-B2L1-P120-R101-PT02 PT02 PRESSURE TRANSMITTER REAKTOR R101,20,1157
1800-1811-B2L1-P120-R101-PV01 PV01 PRESSURE CONTROL VALVE REAKTOR R101,20,1158
1800-1811-B2L1-P120-R101-RD01 RD01 RUPTURE DISC REAKTOR R101,20,1159
1800-1811-B2L1-P120-R101-ST01 ST01 STEAM TRAP  REAKTOR R101,20,1160
1800-1811-B2L1-P120-R101-TT01 TT01 TEMP TRANSMITTER REAKTOR R101,20,1161
1800-1811-B2L1-P120-R101-TT02 TT02 TEMP TRANSMITTER REAKTOR R101,20,1162
1800-1811-B2L1-P120-R102 R1212/R102 REACTOR PACS P120,20,1163
1800-1811-B2L1-P120-R102-AG01 AG01 ANGLE VALVE REAKTOR R102,20,1164
1800-1811-B2L1-P120-R102-BL01 BL01 BALL VALVE REAKTOR R102,20,1165
1800-1811-B2L1-P120-R102-BL02 BL02 BALL VALVE REAKTOR R102,20,1166
1800-1811-B2L1-P120-R102-BL03 BL03 BALL VALVE REAKTOR R102,20,1167
1800-1811-B2L1-P120-R102-BL04 BL04 BALL VALVE REAKTOR R102,20,1168
1800-1811-B2L1-P120-R102-BL05 BL05 BALL VALVE REAKTOR R102,20,1169
1800-1811-B2L1-P120-R102-BL06 BL06 BALL VALVE REAKTOR R102,20,1170
1800-1811-B2L1-P120-R102-BL07 BL07 BALL VALVE REAKTOR R102,20,1171
1800-1811-B2L1-P120-R102-BL08 BL08 BALL VALVE REAKTOR R102,20,1172
1800-1811-B2L1-P120-R102-BL09 BL09 BALL VALVE REAKTOR R102,20,1173
1800-1811-B2L1-P120-R102-BL10 BL10 BALL VALVE REAKTOR R102,20,1174
1800-1811-B2L1-P120-R102-BL11 BL11 BALL VALVE REAKTOR R102,20,1175
1800-1811-B2L1-P120-R102-BL12 BL12 BALL VALVE REAKTOR R102,20,1176
1800-1811-B2L1-P120-R102-BL13 BL13 BALL VALVE REAKTOR R102,20,1177
1800-1811-B2L1-P120-R102-BL14 BL14 BALL VALVE REAKTOR R102,20,1178
1800-1811-B2L1-P120-R102-BL15 BL15 BALL VALVE REAKTOR R102,20,1179
1800-1811-B2L1-P120-R102-BL16 BL16 BALL VALVE REAKTOR R102,20,1180
1800-1811-B2L1-P120-R102-CK01 CK01 CHECK VALVE REAKTOR R102,20,1181
1800-1811-B2L1-P120-R102-CK02 CK02 CHECK VALVE REAKTOR R102,20,1182
1800-1811-B2L1-P120-R102-CK03 CK03 CHECK VALVE REAKTOR R102,20,1183
1800-1811-B2L1-P120-R102-FJ01 FJ01 FLEXIBLE JOINT REAKTOR R102,20,1184
1800-1811-B2L1-P120-R102-FJ02 FJ02 FLEXIBLE JOINT REAKTOR R102,20,1185
1800-1811-B2L1-P120-R102-FJ03 FJ03 FLEXIBLE JOINT REAKTOR R102,20,1186
1800-1811-B2L1-P120-R102-FJ04 FJ04 FLEXIBLE JOINT REAKTOR R102,20,1187
1800-1811-B2L1-P120-R102-GL01 GL01 GLOBE VALVE REAKTOR R102,20,1188
1800-1811-B2L1-P120-R102-GL02 GL02 GLOBE VALVE REAKTOR R102,20,1189
1800-1811-B2L1-P120-R102-GL03 GL03 GLOBE VALVE REAKTOR R102,20,1190
1800-1811-B2L1-P120-R102-PG01 PG01 PRESSURE GAUGE REAKTOR R102,20,1191
1800-1811-B2L1-P120-R102-PG02 PG02 PRESSURE GAUGE REAKTOR R102,20,1192
1800-1811-B2L1-P120-R102-PS01 PS01 PRESSURE SAFETY VALVE REAKTOR R102,20,1193
1800-1811-B2L1-P120-R102-PT01 PT01 PRESSURE TRANSMITTER REAKTOR R102,20,1194
1800-1811-B2L1-P120-R102-PT02 PT02 PRESSURE TRANSMITTER REAKTOR R102,20,1195
1800-1811-B2L1-P120-R102-PV01 PV01 PRESSURE CONTROL VALVE REAKTOR R102,20,1196
1800-1811-B2L1-P120-R102-RD01 RD01 RUPTURE DISC REAKTOR R102,20,1197
1800-1811-B2L1-P120-R102-ST01 ST01 STEAM TRAP  REAKTOR R102,20,1198
1800-1811-B2L1-P120-R102-TT01 TT01 TEMP TRANSMITTER REAKTOR R102,20,1199
1800-1811-B2L1-P120-R102-TT02 TT02 TEMP TRANSMITTER REAKTOR R102,20,1200
1800-1811-B2L1-P120-R103 R1213/R103 REACTOR PACS P120,20,1201
1800-1811-B2L1-P120-R103-AG01 AG01 ANGLE VALVE REAKTOR R103,20,1202
1800-1811-B2L1-P120-R103-BL01 BL01 BALL VALVE REAKTOR R103,20,1203
1800-1811-B2L1-P120-R103-BL02 BL02 BALL VALVE REAKTOR R103,20,1204
1800-1811-B2L1-P120-R103-BL03 BL03 BALL VALVE REAKTOR R103,20,1205
1800-1811-B2L1-P120-R103-BL04 BL04 BALL VALVE REAKTOR R103,20,1206
1800-1811-B2L1-P120-R103-BL05 BL05 BALL VALVE REAKTOR R103,20,1207
1800-1811-B2L1-P120-R103-BL06 BL06 BALL VALVE REAKTOR R103,20,1208
1800-1811-B2L1-P120-R103-BL07 BL07 BALL VALVE REAKTOR R103,20,1209
1800-1811-B2L1-P120-R103-BL08 BL08 BALL VALVE REAKTOR R103,20,1210
1800-1811-B2L1-P120-R103-BL09 BL09 BALL VALVE REAKTOR R103,20,1211
1800-1811-B2L1-P120-R103-BL10 BL10 BALL VALVE REAKTOR R103,20,1212
1800-1811-B2L1-P120-R103-BL11 BL11 BALL VALVE REAKTOR R103,20,1213
1800-1811-B2L1-P120-R103-BL12 BL12 BALL VALVE REAKTOR R103,20,1214
1800-1811-B2L1-P120-R103-BL13 BL13 BALL VALVE REAKTOR R103,20,1215
1800-1811-B2L1-P120-R103-BL14 BL14 BALL VALVE REAKTOR R103,20,1216
1800-1811-B2L1-P120-R103-BL15 BL15 BALL VALVE REAKTOR R103,20,1217
1800-1811-B2L1-P120-R103-BL16 BL16 BALL VALVE REAKTOR R103,20,1218
1800-1811-B2L1-P120-R103-CK01 CK01 CHECK VALVE REAKTOR R103,20,1219
1800-1811-B2L1-P120-R103-CK02 CK02 CHECK VALVE REAKTOR R103,20,1220
1800-1811-B2L1-P120-R103-CK03 CK03 CHECK VALVE REAKTOR R103,20,1221
1800-1811-B2L1-P120-R103-FJ01 FJ01 FLEXIBLE JOINT REAKTOR R103,20,1222
1800-1811-B2L1-P120-R103-FJ02 FJ02 FLEXIBLE JOINT REAKTOR R103,20,1223
1800-1811-B2L1-P120-R103-FJ03 FJ03 FLEXIBLE JOINT REAKTOR R103,20,1224
1800-1811-B2L1-P120-R103-FJ04 FJ04 FLEXIBLE JOINT REAKTOR R103,20,1225
1800-1811-B2L1-P120-R103-GL01 GL01 GLOBE VALVE REAKTOR R103,20,1226
1800-1811-B2L1-P120-R103-GL02 GL02 GLOBE VALVE REAKTOR R103,20,1227
1800-1811-B2L1-P120-R103-GL03 GL03 GLOBE VALVE REAKTOR R103,20,1228
1800-1811-B2L1-P120-R103-PG01 PG01 PRESSURE GAUGE REAKTOR R103,20,1229
1800-1811-B2L1-P120-R103-PG02 PG02 PRESSURE GAUGE REAKTOR R103,20,1230
1800-1811-B2L1-P120-R103-PS01 PS01 PRESSURE SAFETY VALVE REAKTOR R103,20,1231
1800-1811-B2L1-P120-R103-PT01 PT01 PRESSURE TRANSMITTER REAKTOR R103,20,1232
1800-1811-B2L1-P120-R103-PT02 PT02 PRESSURE TRANSMITTER REAKTOR R103,20,1233
1800-1811-B2L1-P120-R103-PV01 PV01 PRESSURE CONTROL VALVE REAKTOR R103,20,1234
1800-1811-B2L1-P120-R103-RD01 RD01 RUPTURE DISC REAKTOR R103,20,1235
1800-1811-B2L1-P120-R103-ST01 ST01 STEAM TRAP  REAKTOR R103,20,1236
1800-1811-B2L1-P120-R103-TT01 TT01 TEMP TRANSMITTER REAKTOR R103,20,1237
1800-1811-B2L1-P120-R103-TT02 TT02 TEMP TRANSMITTER REAKTOR R103,20,1238
1800-1811-B2L1-P120-R104 R1214/R104 REACTOR PACS P120,20,1239
1800-1811-B2L1-P120-R104-AG01 AG01 ANGLE VALVE REAKTOR R104,20,1240
1800-1811-B2L1-P120-R104-BL01 BL01 BALL VALVE REAKTOR R104,20,1241
1800-1811-B2L1-P120-R104-BL02 BL02 BALL VALVE REAKTOR R104,20,1242
1800-1811-B2L1-P120-R104-BL03 BL03 BALL VALVE REAKTOR R104,20,1243
1800-1811-B2L1-P120-R104-BL04 BL04 BALL VALVE REAKTOR R104,20,1244
1800-1811-B2L1-P120-R104-BL05 BL05 BALL VALVE REAKTOR R104,20,1245
1800-1811-B2L1-P120-R104-BL06 BL06 BALL VALVE REAKTOR R104,20,1246
1800-1811-B2L1-P120-R104-BL07 BL07 BALL VALVE REAKTOR R104,20,1247
1800-1811-B2L1-P120-R104-BL08 BL08 BALL VALVE REAKTOR R104,20,1248
1800-1811-B2L1-P120-R104-BL09 BL09 BALL VALVE REAKTOR R104,20,1249
1800-1811-B2L1-P120-R104-BL10 BL10 BALL VALVE REAKTOR R104,20,1250
1800-1811-B2L1-P120-R104-BL11 BL11 BALL VALVE REAKTOR R104,20,1251
1800-1811-B2L1-P120-R104-BL12 BL12 BALL VALVE REAKTOR R104,20,1252
1800-1811-B2L1-P120-R104-BL13 BL13 BALL VALVE REAKTOR R104,20,1253
1800-1811-B2L1-P120-R104-BL14 BL14 BALL VALVE REAKTOR R104,20,1254
1800-1811-B2L1-P120-R104-BL15 BL15 BALL VALVE REAKTOR R104,20,1255
1800-1811-B2L1-P120-R104-BL16 BL16 BALL VALVE REAKTOR R104,20,1256
1800-1811-B2L1-P120-R104-CK01 CK01 CHECK VALVE REAKTOR R104,20,1257
1800-1811-B2L1-P120-R104-CK02 CK02 CHECK VALVE REAKTOR R104,20,1258
1800-1811-B2L1-P120-R104-CK03 CK03 CHECK VALVE REAKTOR R104,20,1259
1800-1811-B2L1-P120-R104-FJ01 FJ01 FLEXIBLE JOINT REAKTOR R104,20,1260
1800-1811-B2L1-P120-R104-FJ02 FJ02 FLEXIBLE JOINT REAKTOR R104,20,1261
1800-1811-B2L1-P120-R104-FJ03 FJ03 FLEXIBLE JOINT REAKTOR R104,20,1262
1800-1811-B2L1-P120-R104-FJ04 FJ04 FLEXIBLE JOINT REAKTOR R104,20,1263
1800-1811-B2L1-P120-R104-GL01 GL01 GLOBE VALVE REAKTOR R104,20,1264
1800-1811-B2L1-P120-R104-GL02 GL02 GLOBE VALVE REAKTOR R104,20,1265
1800-1811-B2L1-P120-R104-GL03 GL03 GLOBE VALVE REAKTOR R104,20,1266
1800-1811-B2L1-P120-R104-PG01 PG01 PRESSURE GAUGE REAKTOR R104,20,1267
1800-1811-B2L1-P120-R104-PG02 PG02 PRESSURE GAUGE REAKTOR R104,20,1268
1800-1811-B2L1-P120-R104-PS01 PS01 PRESSURE SAFETY VALVE REAKTOR R104,20,1269
1800-1811-B2L1-P120-R104-PT01 PT01 PRESSURE TRANSMITTER REAKTOR R104,20,1270
1800-1811-B2L1-P120-R104-PT02 PT02 PRESSURE TRANSMITTER REAKTOR R104,20,1271
1800-1811-B2L1-P120-R104-PV01 PV01 PRESSURE CONTROL VALVE REAKTOR R104,20,1272
